epoch	acc	val_acc	loss	val_loss
103	0.979583333365	0.9821	0.102091601232	0.0943523211013
104	0.97893333346	0.983	0.106460281929	0.0907409457389
105	0.980100000064	0.9845	0.107184937024	0.0837537737534
106	0.978133333397	0.9836	0.11234866487	0.091296463746
107	0.979466666762	0.9841	0.106329835969	0.0873462516774
108	0.979300000127	0.9831	0.108453068807	0.100837261512
109	0.978800000032	0.985	0.10549775475	0.0840545920283
110	0.978883333365	0.9845	0.107951126374	0.0941213614594
111	0.97911666673	0.9828	0.104404805197	0.0968693869025
112	0.979733333429	0.9836	0.101774638121	0.0855874245287
113	0.980383333397	0.9835	0.103312889112	0.11339388476
114	0.979583333333	0.9848	0.111123515778	0.0860236839462
115	0.980400000032	0.984	0.102317799145	0.0956595741683
116	0.98023333346	0.9844	0.103613965494	0.0984301282704
117	0.98036666673	0.9844	0.098719152755	0.0951811084582
118	0.979883333397	0.9853	0.1031782436	0.0981685374319
119	0.98026666673	0.9852	0.101050767728	0.101308941679
120	0.981083333333	0.9856	0.0992610646851	0.101704213028
121	0.98048333346	0.9833	0.102529734544	0.105564730043
122	0.98085	0.9849	0.100684464759	0.0959924547938
123	0.979066666667	0.9846	0.109585037849	0.0975335468807
124	0.980783333333	0.9843	0.0999138012942	0.0966580126983
125	0.97918333346	0.9834	0.111650911005	0.088714384968
126	0.979250000064	0.9838	0.112102048842	0.0943604888717
127	0.98176666673	0.9856	0.0970576895587	0.105697803555
128	0.980350000127	0.9835	0.107681661363	0.0915387422696
129	0.98031666673	0.9847	0.100920258961	0.0950221734884
130	0.980983333397	0.985	0.101846042736	0.0976991717773
131	0.98016666673	0.9846	0.106198189864	0.0965613652024
132	0.98161666673	0.9824	0.102204654911	0.110920261379
133	0.980700000064	0.9836	0.0998278099504	0.0974797714036
134	0.979616666794	0.9832	0.106599463615	0.0964212718025
135	0.980683333397	0.9846	0.103546765767	0.092016190514
136	0.981266666667	0.9846	0.102531431326	0.0927230169867
137	0.980750000064	0.9844	0.104527242303	0.0951997331909
138	0.979783333333	0.9832	0.112111055542	0.0888519770483
139	0.9798	0.9833	0.110644832645	0.0982482130747
140	0.980416666794	0.9828	0.10443308833	0.0915524968779
141	0.980633333333	0.9837	0.110036939875	0.100915311787
142	0.980200000064	0.9842	0.104194678643	0.0912273124122
143	0.981933333429	0.9838	0.0982297605035	0.099751004907
144	0.981816666794	0.9834	0.104848881758	0.0972499944673
145	0.9806	0.985	0.105108461725	0.0901568568672
146	0.981316666667	0.9841	0.106052032574	0.0860463125095
147	0.980983333365	0.9831	0.106612329914	0.105963088014
148	0.980133333429	0.9837	0.117895343252	0.0997297990673
149	0.980333333397	0.9834	0.105031781505	0.0923084930588
150	0.981	0.9849	0.106146034259	0.0885172095364
151	0.98136666673	0.9836	0.103648644602	0.103514040775
152	0.98066666673	0.9829	0.104536522668	0.0924016510819
153	0.979166666698	0.9841	0.112370924486	0.0974804757364
154	0.98083333346	0.9839	0.111534148497	0.103808437018
155	0.98081666673	0.9826	0.102148738039	0.100706393603
156	0.980666666667	0.9829	0.108972007386	0.103595346504
157	0.980783333397	0.9841	0.109293290959	0.0956440617478
158	0.980816666667	0.9825	0.107171670322	0.105726321352
159	0.980783333429	0.982	0.0992577342265	0.0932842463766
160	0.981283333397	0.9852	0.10627568552	0.0989233022999
161	0.980633333333	0.9826	0.106252882443	0.10574709381
162	0.980783333365	0.9838	0.106910780526	0.0915057936458
163	0.980533333397	0.9839	0.110108974174	0.103790890331
164	0.980566666667	0.985	0.104876958398	0.106891198726
165	0.98115	0.9853	0.0991242532697	0.0969547293112
166	0.980183333365	0.9843	0.103927507386	0.0961736160077
167	0.980766666667	0.985	0.105453138465	0.10031512238
168	0.981266666762	0.9841	0.106610581639	0.100235148966
169	0.981600000032	0.9836	0.105795102684	0.108356681621
170	0.981133333333	0.9837	0.10988051985	0.112841188072
171	0.98081666673	0.9833	0.116284370693	0.0976853084984
172	0.981250000127	0.9841	0.105153428568	0.100931021518
173	0.97946666673	0.9833	0.116440860898	0.0976166667301
174	0.98031666673	0.9835	0.113673137243	0.105066094048
175	0.97968333346	0.9843	0.107925672261	0.0997633886205
176	0.981250000095	0.9846	0.110336300326	0.0878576918648
177	0.98141666673	0.9846	0.105886992358	0.0923784831824
178	0.980700000032	0.9822	0.11187413737	0.110752602773
179	0.980600000064	0.9832	0.109446468547	0.102277696738
180	0.98056666673	0.9831	0.110259609142	0.0975123412682
181	0.979083333365	0.9836	0.110333563509	0.0994007327905
182	0.97891666673	0.9822	0.119157444433	0.109184733708
183	0.97971666673	0.9842	0.112424123092	0.0963281047325
184	0.980416666667	0.9833	0.111984357444	0.106046640625
185	0.981366666698	0.984	0.106476462622	0.103293954404
186	0.980183333397	0.9826	0.112659379853	0.105990508914
187	0.980816666762	0.9833	0.100421760059	0.10700817269
188	0.981200000064	0.9844	0.108732487536	0.0971292969972
189	0.980866666794	0.9837	0.111217919967	0.100496655885
190	0.980283333333	0.9837	0.107829258268	0.104079244586
191	0.981000000064	0.9854	0.114183760438	0.0968315102062
192	0.979816666698	0.9837	0.114827290672	0.115676605103
193	0.981633333333	0.9844	0.103488166749	0.106295004843
194	0.981533333429	0.9836	0.115958867891	0.111976006408
195	0.980083333365	0.9846	0.120155887464	0.11349495173
196	0.979566666698	0.9841	0.115819664539	0.107201307025
197	0.980866666667	0.9839	0.109140687741	0.114911464391
198	0.98005	0.9844	0.117690280929	0.10491897314
199	0.978650000064	0.9838	0.11996433998	0.0967100891137
